Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1977-01-03 00:00:00-05:00,0.32860849080446675,0.33304908871650696,0.32860849080446675,0.33304908871650696,165282,0.0,0.0
1977-01-04 00:00:00-05:00,0.33304908871650696,0.33748966591970087,0.31528638643565166,0.33304908871650696,179952,0.0,0.0
1977-01-05 00:00:00-05:00,0.3330492400557333,0.34193041920661926,0.3330492400557333,0.34193041920661926,189732,0.0,0.0
1977-01-06 00:00:00-05:00,0.3419302392641017,0.3596929609775543,0.3419302392641017,0.3596929609775543,384354,0.0,0.0
1977-01-07 00:00:00-05:00,0.35969312759500066,0.36413368582725525,0.3552525279450373,0.36413368582725525,345234,0.0,0.0
1977-01-10 00:00:00-05:00,0.36413368582725525,0.3685742854772186,0.35969312759500066,0.36413368582725525,311004,0.0,0.0
1977-01-11 00:00:00-05:00,0.3641336005463412,0.3641336005463412,0.3552524447441101,0.3552524447441101,155502,0.0,0.0
1977-01-12 00:00:00-05:00,0.3508117413397917,0.3508117413397917,0.34193021543135477,0.3463711440563202,198534,0.0,0.0
1977-01-13 00:00:00-05:00,0.34637135047818146,0.34637135047818146,0.3374898192767484,0.34193041920661926,155502,0.0,0.0
1977-01-14 00:00:00-05:00,0.34193041920661926,0.34637135047818146,0.34193041920661926,0.34193041920661926,116382,0.0,0.0
1977-01-17 00:00:00-05:00,0.34637112288239463,0.3596929139184382,0.34637112288239463,0.3508117198944092,222006,0.0,0.0
1977-01-18 00:00:00-05:00,0.3552523633845704,0.3596929609775543,0.3552523633845704,0.3596929609775543,112470,0.0,0.0
1977-01-19 00:00:00-05:00,0.3596930433540752,0.3641336005463412,0.3552524447441101,0.3552524447441101,149634,0.0,0.0
1977-01-20 00:00:00-05:00,0.35525231690642367,0.3596929139184382,0.3508117198944092,0.3508117198944092,179952,0.0,0.0
1977-01-21 00:00:00-05:00,0.3508117413397917,0.3552523386232633,0.3463711440563202,0.3463711440563202,185820,0.0,0.0
1977-01-24 00:00:00-05:00,0.35969302777055145,0.3774557113647461,0.35969302777055145,0.3774557113647461,850860,0.0,0.0
1977-01-25 00:00:00-05:00,0.3774557113647461,0.3907775066174812,0.37301511294716777,0.3774557113647461,502692,0.0,0.0
1977-01-26 00:00:00-05:00,0.3774555834274988,0.3774555834274988,0.3685740582611254,0.37301498651504517,263082,0.0,0.0
1977-01-27 00:00:00-05:00,0.37301498651504517,0.3774555834274988,0.3641334613486718,0.37301498651504517,258192,0.0,0.0
1977-01-28 00:00:00-05:00,0.37301498651504517,0.3774555834274988,0.3641334613486718,0.37301498651504517,122250,0.0,0.0
1977-01-31 00:00:00-05:00,0.3685742854772186,0.3685742854772186,0.35969312759500066,0.36413368582725525,114426,0.0,0.0
1977-02-01 00:00:00-05:00,0.36413368582725525,0.36413368582725525,0.35969312759500066,0.36413368582725525,81174,0.0,0.0
1977-02-02 00:00:00-05:00,0.3596929139184382,0.3596929139184382,0.3508117198944092,0.3508117198944092,112470,0.0,0.0
1977-02-03 00:00:00-05:00,0.35081184613414496,0.3552524447441101,0.34193031757262193,0.3552524447441101,153546,0.0,0.0
1977-02-04 00:00:00-05:00,0.3552524447441101,0.3596930433540752,0.3552524447441101,0.3552524447441101,121272,0.0,0.0
1977-02-07 00:00:00-05:00,0.3596929609775543,0.36857411474583246,0.3596929609775543,0.3596929609775543,82152,0.0,0.0
1977-02-08 00:00:00-05:00,0.3596930433540752,0.3596930433540752,0.3552524447441101,0.3552524447441101,115404,0.0,0.0
1977-02-09 00:00:00-05:00,0.3552524447441101,0.3641336005463412,0.3552524447441101,0.3552524447441101,283620,0.0,0.0
1977-02-10 00:00:00-05:00,0.35525231690642367,0.35525231690642367,0.34637112288239463,0.3508117198944092,74328,0.0,0.0
1977-02-11 00:00:00-05:00,0.3508118515358597,0.3508118515358597,0.3374897241592407,0.3374897241592407,152568,0.0,0.0
1977-02-14 00:00:00-05:00,0.3330491714988535,0.3330491714988535,0.32860857248306274,0.32860857248306274,143766,0.0,0.0
1977-02-15 00:00:00-05:00,0.3330492400557333,0.34193041920661926,0.3330492400557333,0.34193041920661926,175062,0.0,0.0
1977-02-16 00:00:00-05:00,0.34193041920661926,0.34637135047818146,0.3374898192767484,0.34193041920661926,225918,0.0,0.0
1977-02-17 00:00:00-05:00,0.34193031757262193,0.3596930433540752,0.34193031757262193,0.3552524447441101,1001472,0.0,0.0
1977-02-18 00:00:00-05:00,0.3552523633845704,0.36857411474583246,0.3552523633845704,0.3596929609775543,472374,0.0,0.0
1977-02-22 00:00:00-05:00,0.36413368582725525,0.3685742854772186,0.36413368582725525,0.36413368582725525,275796,0.0,0.0
1977-02-23 00:00:00-05:00,0.3641335171528486,0.36857411474583246,0.3596929609775543,0.3596929609775543,81174,0.0,0.0
1977-02-24 00:00:00-05:00,0.3596930433540752,0.3596930433540752,0.3552524447441101,0.3552524447441101,228852,0.0,0.0
1977-02-25 00:00:00-05:00,0.35525231690642367,0.35525231690642367,0.3508117198944092,0.3508117198944092,355014,0.0,0.0
1977-02-28 00:00:00-05:00,0.35081184613414496,0.3552524447441101,0.35081184613414496,0.3552524447441101,86064,0.0,0.0
1977-03-01 00:00:00-05:00,0.3552525279450373,0.3685742854772186,0.3552525279450373,0.36413368582725525,293400,0.0,0.0
1977-03-02 00:00:00-05:00,0.3641336005463412,0.3641336005463412,0.3552524447441101,0.3552524447441101,243522,0.0,0.0
1977-03-03 00:00:00-05:00,0.35525231690642367,0.35525231690642367,0.3508117198944092,0.3508117198944092,52812,0.0,0.0
1977-03-04 00:00:00-05:00,0.35081184613414496,0.3552524447441101,0.35081184613414496,0.3552524447441101,45966,0.0,0.0
1977-03-07 00:00:00-05:00,0.3508119504080523,0.3508119504080523,0.34193041920661926,0.34193041920661926,65526,0.0,0.0
1977-03-08 00:00:00-05:00,0.34193041920661926,0.34637135047818146,0.34193041920661926,0.34193041920661926,59658,0.0,0.0
1977-03-09 00:00:00-05:00,0.34193041920661926,0.34637135047818146,0.34193041920661926,0.34193041920661926,68460,0.0,0.0
1977-03-10 00:00:00-05:00,0.3419301945289065,0.35525231690642367,0.3419301945289065,0.3508117198944092,203424,0.0,0.0
1977-03-11 00:00:00-05:00,0.3508117198944092,0.35525231690642367,0.3508117198944092,0.3508117198944092,158436,0.0,0.0
1977-03-14 00:00:00-05:00,0.3552525279450373,0.3685742854772186,0.3552525279450373,0.36413368582725525,328608,0.0,0.0
1977-03-15 00:00:00-05:00,0.3641335171528486,0.3641335171528486,0.3596929609775543,0.3596929609775543,112470,0.0,0.0
1977-03-16 00:00:00-05:00,0.3596929609775543,0.3596929609775543,0.3552523633845704,0.3596929609775543,149634,0.0,0.0
1977-03-17 00:00:00-05:00,0.3596930433540752,0.3596930433540752,0.3552524447441101,0.3552524447441101,59658,0.0,0.0
1977-03-18 00:00:00-05:00,0.3596930433540752,0.3596930433540752,0.3552524447441101,0.3552524447441101,59658,0.0,0.0
1977-03-21 00:00:00-05:00,0.35525231690642367,0.35525231690642367,0.3508117198944092,0.3508117198944092,139854,0.0,0.0
1977-03-22 00:00:00-05:00,0.3508119504080523,0.3508119504080523,0.34193041920661926,0.34193041920661926,105624,0.0,0.0
1977-03-23 00:00:00-05:00,0.34193032283758107,0.34193032283758107,0.3374897241592407,0.3374897241592407,85086,0.0,0.0
1977-03-24 00:00:00-05:00,0.3374897498057928,0.3419303488215836,0.32860857248306274,0.32860857248306274,177996,0.0,0.0
1977-03-25 00:00:00-05:00,0.32860857248306274,0.3330491714988535,0.32860857248306274,0.32860857248306274,71394,0.0,0.0
1977-03-28 00:00:00-05:00,0.32860857248306274,0.3330491714988535,0.32860857248306274,0.32860857248306274,103668,0.0,0.0
1977-03-29 00:00:00-05:00,0.32860849080446675,0.33304908871650696,0.32860849080446675,0.33304908871650696,164304,0.0,0.0
1977-03-30 00:00:00-05:00,0.33304914618975023,0.3374897241592407,0.33304914618975023,0.3374897241592407,133986,0.0,0.0
1977-03-31 00:00:00-05:00,0.3374897498057928,0.3374897498057928,0.32860857248306274,0.32860857248306274,84108,0.0,0.0
1977-04-01 00:00:00-05:00,0.32860864012586244,0.34637135047818146,0.32860864012586244,0.34193041920661926,256236,0.0,0.0
1977-04-04 00:00:00-05:00,0.3463711440563202,0.3508117413397917,0.3463711440563202,0.3463711440563202,248412,0.0,0.0
1977-04-05 00:00:00-05:00,0.3463711440563202,0.3508117413397917,0.3463711440563202,0.3463711440563202,151590,0.0,0.0
